timestamp,benefits,employee_count,position,level,experience,lang_tool,salary_currency,salary,gender_Female,gender_Lgbt,gender_Male,gender_Unknownm,location_Abroad,location_Turkey,work_arrangement_Hybrid,work_arrangement_Office,work_arrangement_Remote
2023-02-01 22:14:13,Medical leave,1-50,14,0,1-3 Years,Javascript / Typescript and  related frameworks,TRY,9254.0,0,0,0,1,0,1,0,0,1
2023-02-01 22:29:59,Meal card,1-50,14,0,0-1 Years,Javascript / Typescript and  related frameworks,TRY,12500.0,0,0,1,0,0,1,1,0,0
2023-02-02 02:46:54,"Meal card, Education funds, Supplementary health insurance, Employee stock options",1-50,14,1,1-3 Years,"Javascript / Typescript and  related frameworks, Figma / XD and  other design tools, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-02-02 03:40:05,Leaandon certain days,51-150,14,0,0-1 Years,"Javascript / Typescript and  related frameworks, Jira / Asana / Trello / Bitrix24 and  similar PM tools",USD,62500.0,0,0,1,0,1,0,0,0,1
2023-02-02 03:45:40,"Meal card, Gift vouchers on special occasions, Medical leave",1-50,14,0,1-3 Years,"Javascript / Typescript and  related frameworks, SQL",TRY,6754.0,0,0,1,0,0,1,0,0,1
2023-02-02 07:29:55,"Meal card, Supplementary health insurance",1-50,14,1,1-3 Years,Javascript / Typescript and  related frameworks,TRY,19000.0,0,0,1,0,0,1,1,0,0
2023-02-02 09:43:58,"Meal card, Education funds, Supplementary health insurance",151-300,14,2,12 Years and Older,"Javascript / Typescript and  related frameworks, PHP, SQL",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-02-02 09:54:24,"Meal card, Company telephone, Supplementary health insurance",1-50,14,1,1-3 Years,"Javascript / Typescript and  related frameworks, PHP",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-02-02 15:32:56,Leaandon certain days,1-50,14,0,1-3 Years,Javascript / Typescript and  related frameworks,TRY,12500.0,0,0,1,0,0,1,0,1,0
2023-02-02 21:31:33,Supplementary health insurance,1.000-5.000,14,1,1-3 Years,Javascript / Typescript and  related frameworks,EUR,27500.0,0,0,1,0,0,1,1,0,0
2023-02-02 21:31:58,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Supplementary health insurance",1-50,14,1,1-3 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:23:27,"Meal card, Road/fuel assistance, Company telephone, Education funds, Supplementary health insurance, Leaandon certain days, Workers compensation",1-50,15,0,1-3 Years,"Javascript / Typescript and  related frameworks, Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, NoSQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,19000.0,0,0,1,0,0,1,0,1,0
2023-01-31 21:29:17,"Meal card, Supplementary health insurance",1-50,15,0,1-3 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, Cloud tools ( AWS, Azure, GCP etc), SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Linux",TRY,16500.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:29:38,"Meal card, Gift vouchers on special occasions, Company telephone, Supplementary health insurance, Leaandon certain days",1.000-5.000,15,0,0-1 Years,Javascript / Typescript and  related frameworks,TRY,16500.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:30:44,Supplementary health insurance,5.000-10.000,15,1,1-3 Years,"C# / .NET Framework, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:30:50,"Meal card, Gym membership/discount, Supplementary health insurance, Employee stock options, Leaandon certain days, Life insurance, Medical leave",1.000-5.000,15,0,1-3 Years,"Javascript / Typescript and  related frameworks, Kotlin, Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL",TRY,50000.0,0,0,1,0,1,0,0,0,1
2023-01-31 21:32:12,"Meal card, Road/fuel assistance, Supplementary health insurance",51-150,15,0,0-1 Years,"C# / .NET Framework, SQL",TRY,12500.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:32:40,"Meal card, Road/fuel assistance, Supplementary health insurance",51-150,15,0,1-3 Years,C# / .NET Framework,TRY,16500.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:33:39,Unknown,1.000-5.000,15,2,9-12 Years,"C# / .NET Framework, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,22500.0,0,0,1,0,0,1,0,1,0
2023-01-31 21:34:02,"Road/fuel assistance, Supplementary health insurance, Leaandon certain days, Life insurance, Workers compensation",1.000-5.000,15,1,1-3 Years,"C# / .NET Framework, Java and related frameworks",TRY,33500.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:34:20,"Meal card, Supplementary health insurance, Leaandon certain days",1-50,15,0,1-3 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, Cloud tools ( AWS, Azure, GCP etc), SQL, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",USD,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:34:49,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Company telephone, Supplementary health insurance, Life insurance, Retirement planning services, Unemployment insurance, Medical leave",10000 and Higher,15,0,1-3 Years,"Javascript / Typescript and  related frameworks, Python / R, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Kubernetes, MS Office",TRY,27500.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:35:21,"Company telephone, Workers compensation",1-50,15,0,1-3 Years,"Javascript / Typescript and  related frameworks, PHP, Linux",TRY,9254.0,0,0,1,0,0,1,0,1,0
2023-01-31 21:37:57,"Meal card, Supplementary health insurance, Life insurance",1.000-5.000,15,1,1-3 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, Kotlin, SQL, Kubernetes",TRY,41000.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:38:20,Unknown,1-50,15,2,9-12 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL, No-code / Low-code tools, Docker / containerd / Hyper-V / LXC / Podman, Adobe CC tools, MS Office",TRY,62500.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:40:12,Meal card,1-50,15,0,1-3 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,12500.0,0,0,1,0,0,1,0,1,0
2023-01-31 21:40:37,"Meal card, Road/fuel assistance, Gym membership/discount, Gift vouchers on special occasions, Company telephone, Food aid, Education funds, Supplementary health insurance, Life insurance, Retirement planning services",1.000-5.000,15,1,3-5 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, DevOps tools",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:41:28,"Meal card, Supplementary health insurance",1-50,15,0,0-1 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,12500.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:42:57,"Meal card, Gift vouchers on special occasions, Company telephone, Supplementary health insurance, Leaandon certain days",51-150,15,1,1-3 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:44:34,Unknown,1-50,15,1,1-3 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks",TRY,6754.0,0,0,1,0,0,1,0,1,0
2023-01-31 21:45:03,"Meal card, Supplementary health insurance",601-1.000,15,0,0-1 Years,Java and related frameworks,TRY,19000.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:45:26,"Unemployment insurance, Workers compensation, Medical leave",1-50,15,1,1-3 Years,"Java and related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,12500.0,0,0,1,0,0,1,0,1,0
2023-01-31 21:45:36,"Meal card, Road/fuel assistance, Company telephone, Education funds, Supplementary health insurance, Leaandon certain days, Life insurance, Retirement planning services",51-150,15,1,3-5 Years,"Java and related frameworks, Golang, SQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Kubernetes",TRY,41000.0,1,0,0,0,0,1,1,0,0
2023-01-31 21:45:37,Life insurance,1-50,15,0,0-1 Years,Javascript / Typescript and  related frameworks,TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:47:13,"Meal card, Education funds, Medical leave",601-1.000,15,2,5-9 Years,C# / .NET Framework,TRY,41000.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:47:24,"Food aid, Supplementary health insurance, Unemployment insurance, Workers compensation",151-300,15,2,5-9 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:51:26,"Supplementary health insurance, Medical leave",151-300,15,1,12 Years and Older,"PHP, SQL, MS Office",TRY,22500.0,0,0,1,0,0,1,0,1,0
2023-01-31 21:53:00,"Meal card, Road/fuel assistance",1.000-5.000,15,1,1-3 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks",TRY,33500.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:55:18,"Meal card, Education funds, Supplementary health insurance, Leaandon certain days",1.000-5.000,15,0,1-3 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:55:28,"Meal card, Road/fuel assistance, Company telephone, Leaandon certain days, Retirement planning services, Medical leave",1.000-5.000,15,0,0-1 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman",TRY,27500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:00:01,"Meal card, Gift vouchers on special occasions, Leaandon certain days",1-50,15,1,1-3 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:02:38,"Meal card, Retirement planning services",1-50,15,2,5-9 Years,C# / .NET Framework,TRY,41000.0,0,0,1,0,1,0,1,0,0
2023-01-31 22:03:06,"Meal card, Road/fuel assistance, Education funds, Supplementary health insurance, Medical leave",601-1.000,15,2,9-12 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, SQL",TRY,50000.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:07:33,"Meal card, Supplementary health insurance, Leaandon certain days, Unemployment insurance",1-50,15,1,1-3 Years,C# / .NET Framework,TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:08:18,"Meal card, Supplementary health insurance, Leaandon certain days",151-300,15,2,9-12 Years,"Javascript / Typescript and  related frameworks, Golang, SQL, Docker / containerd / Hyper-V / LXC / Podman",TRY,50000.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:09:48,"Unemployment insurance, Medical leave",1-50,15,2,12 Years and Older,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL, NoSQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Linux, MS Office",TRY,22500.0,0,0,1,0,0,1,0,1,0
2023-01-31 22:09:48,"Meal card, Supplementary health insurance, Life insurance, Retirement planning services",1.000-5.000,15,1,1-3 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Kubernetes",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:10:07,"Meal card, Supplementary health insurance, Leaandon certain days, Life insurance",1.000-5.000,15,0,0-1 Years,"Java and related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, MS Office",TRY,16500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:10:10,"Road/fuel assistance, Gift vouchers on special occasions",1-50,15,0,0-1 Years,"Java and related frameworks, Flutter, SQL, DevOps tools, Kubernetes",TRY,22500.0,0,0,1,0,0,1,0,1,0
2023-01-31 22:10:36,Meal card,1-50,15,1,9-12 Years,C# / .NET Framework,TRY,33500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:10:57,"Meal card, Road/fuel assistance",601-1.000,15,0,0-1 Years,C# / .NET Framework,TRY,16500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:11:23,"Meal card, Gift vouchers on special occasions, Company telephone, Supplementary health insurance, Leaandon certain days, Life insurance, Retirement planning services",151-300,15,1,3-5 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks",TRY,27500.0,1,0,0,0,0,1,1,0,0
2023-01-31 22:11:40,"Meal card, Road/fuel assistance, Gym membership/discount",1.000-5.000,15,0,0-1 Years,"C# / .NET Framework, PHP, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,12500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:14:25,Meal card,1-50,15,1,1-3 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:14:58,"Education funds, Life insurance",51-150,15,0,0-1 Years,Javascript / Typescript and  related frameworks,TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:15:26,Meal card,1-50,15,0,0-1 Years,"C# / .NET Framework, SQL, NoSQL, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes",TRY,9254.0,0,0,1,0,0,1,0,1,0
2023-01-31 22:16:37,Unknown,51-150,15,0,0-1 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, SQL, Docker / containerd / Hyper-V / LXC / Podman, MS Office",TRY,2500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:18:33,"Meal card, Supplementary health insurance, Leaandon certain days, Unemployment insurance",51-150,15,1,3-5 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, Cloud tools ( AWS, Azure, GCP etc), SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, MS Office",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:28:03,"Meal card, Road/fuel assistance, Company telephone, Supplementary health insurance, Leaandon certain days",1.000-5.000,15,2,3-5 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, SQL",TRY,33500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:28:27,"Meal card, Supplementary health insurance",1-50,15,0,1-3 Years,"Javascript / Typescript and  related frameworks, PHP, Cloud tools ( AWS, Azure, GCP etc), SQL, Docker / containerd / Hyper-V / LXC / Podman, Linux",TRY,16500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:30:06,Unknown,1.000-5.000,15,2,5-9 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks",TRY,41000.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:30:30,"Meal card, Supplementary health insurance",1-50,15,1,3-5 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, Flutter, SQL",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:32:18,"Meal card, Gift vouchers on special occasions, Supplementary health insurance, Leaandon certain days, Life insurance",1-50,15,0,0-1 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks",TRY,16500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:32:30,"Meal card, Road/fuel assistance, Supplementary health insurance",51-150,15,0,1-3 Years,Javascript / Typescript and  related frameworks,TRY,19000.0,1,0,0,0,0,1,0,1,0
2023-01-31 22:33:02,Medical leave,1-50,15,0,1-3 Years,"Javascript / Typescript and  related frameworks, Python / R, SQL, NoSQL, Linux",USD,16500.0,0,0,1,0,1,0,0,0,1
2023-01-31 22:35:10,Unknown,1-50,15,2,12 Years and Older,"C# / .NET Framework, Flutter, Python / R, Jira / Asana / Trello / Bitrix24 and  similar PM tools",USD,41000.0,0,0,1,0,1,0,0,0,1
2023-01-31 22:36:49,Unknown,1-50,15,1,1-3 Years,"Javascript / Typescript and  related frameworks, NoSQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Linux, Adobe CC tools, MS Office",EUR,41000.0,0,0,1,0,1,0,0,0,1
2023-01-31 22:37:11,"Road/fuel assistance, Supplementary health insurance",10000 and Higher,15,0,0-1 Years,Java and related frameworks,TRY,22500.0,1,0,0,0,0,1,0,1,0
2023-01-31 22:37:23,"Meal card, Road/fuel assistance",1-50,15,0,0-1 Years,PHP,TRY,12500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:37:37,Meal card,151-300,15,2,5-9 Years,C# / .NET Framework,TRY,62500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:37:57,"Meal card, Road/fuel assistance, Supplementary health insurance, Leaandon certain days, Life insurance, Workers compensation",1-50,15,0,0-1 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks",TRY,19000.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:38:40,"Meal card, Education funds",1-50,15,0,1-3 Years,"Javascript / Typescript and  related frameworks, NoSQL",TRY,12500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:38:47,Meal card,1-50,15,1,1-3 Years,"Javascript / Typescript and  related frameworks, Python / R, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman",TRY,41000.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:41:03,"Meal card, Education funds, Supplementary health insurance, Leaandon certain days, Retirement planning services",151-300,15,1,1-3 Years,Javascript / Typescript and  related frameworks,TRY,33500.0,1,0,0,0,0,1,0,0,1
2023-01-31 22:43:08,Meal card,1-50,15,0,0-1 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks",TRY,12500.0,1,0,0,0,0,1,1,0,0
2023-01-31 22:43:13,Unknown,1-50,15,1,1-3 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, Flutter, DevOps tools, Linux",TRY,16500.0,0,0,1,0,0,1,0,1,0
2023-01-31 22:43:29,Education funds,51-150,15,0,0-1 Years,Javascript / Typescript and  related frameworks,USD,27500.0,0,0,1,0,1,0,0,0,1
2023-01-31 22:44:32,"Meal card, Supplementary health insurance",151-300,15,0,1-3 Years,"Javascript / Typescript and  related frameworks, Ruby, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:45:30,Unknown,1-50,15,0,0-1 Years,Javascript / Typescript and  related frameworks,TRY,6754.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:46:16,Workers compensation,1-50,15,2,12 Years and Older,"Javascript / Typescript and  related frameworks, PHP, SQL, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,12500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:46:16,"Meal card, Leaandon certain days, Life insurance",1-50,15,2,9-12 Years,"C# / .NET Framework, SQL",TRY,33500.0,0,0,1,0,0,1,0,1,0
2023-01-31 22:50:03,"Meal card, Road/fuel assistance, Education funds, Supplementary health insurance",1-50,15,0,1-3 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks",TRY,16500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:50:38,"Meal card, Road/fuel assistance, Supplementary health insurance, Leaandon certain days, Retirement planning services, Workers compensation, Medical leave",1-50,15,0,0-1 Years,"Javascript / Typescript and  related frameworks, Rust",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:53:20,"Meal card, Road/fuel assistance, Supplementary health insurance, Leaandon certain days",51-150,15,2,3-5 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,27500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:53:57,Meal card,151-300,15,1,3-5 Years,"Java and related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,22500.0,1,0,0,0,0,1,0,0,1
2023-01-31 22:56:30,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Company telephone, Education funds, Supplementary health insurance, Leaandon certain days, Retirement planning services",1.000-5.000,15,1,3-5 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL, NoSQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, MS Office",TRY,27500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:59:07,"Meal card, Gift vouchers on special occasions, Company telephone, Supplementary health insurance, Leaandon certain days, Retirement planning services",10000 and Higher,15,0,0-1 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Linux",TRY,22500.0,1,0,0,0,0,1,0,0,1
2023-01-31 22:59:25,"Gym membership/discount, Education funds, Employee stock options",1-50,15,2,3-5 Years,Javascript / Typescript and  related frameworks,USD,77500.0,0,0,1,0,1,0,0,0,1
2023-01-31 22:59:32,"Meal card, Road/fuel assistance, Supplementary health insurance",1-50,15,0,0-1 Years,"C# / .NET Framework, SQL",TRY,12500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:01:08,Unknown,1-50,15,1,3-5 Years,PHP,TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-01-31 23:01:43,"Meal card, Supplementary health insurance",151-300,15,1,3-5 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-01-31 23:01:54,Unemployment insurance,1-50,15,2,12 Years and Older,"PHP, SQL, NoSQL, Linux",TRY,33500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:01:58,Unknown,1-50,15,1,1-3 Years,C# / .NET Framework,TRY,6754.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:04:09,"Meal card, Supplementary health insurance, Leaandon certain days, Life insurance, Workers compensation, Medical leave",10000 and Higher,15,0,1-3 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks",TRY,27500.0,0,0,1,0,0,1,1,0,0
2023-01-31 23:11:49,"Meal card, Gift vouchers on special occasions, Education funds, Supplementary health insurance, Leaandon certain days, Life insurance",151-300,15,2,5-9 Years,"C# / .NET Framework, Java and related frameworks, Javascript / Typescript and  related frameworks, Cloud tools ( AWS, Azure, GCP etc), SQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, MS Office",TRY,41000.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:12:27,"Company telephone, Supplementary health insurance",1-50,15,1,5-9 Years,"C# / .NET Framework, SQL, MS Office",TRY,22500.0,1,0,0,0,0,1,1,0,0
2023-01-31 23:15:05,"Meal card, Road/fuel assistance, Gym membership/discount, Education funds, Supplementary health insurance, Leaandon certain days, Life insurance, Unemployment insurance, Disability insurance, Workers compensation, Medical leave",10000 and Higher,15,2,5-9 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL",TRY,41000.0,1,0,0,0,0,1,0,0,1
2023-01-31 23:15:49,"Meal card, Company telephone, Leaandon certain days, Life insurance, Retirement planning services, Unemployment insurance",51-150,15,2,12 Years and Older,"C# / .NET Framework, Java and related frameworks, Javascript / Typescript and  related frameworks, C, C++, Cloud tools ( AWS, Azure, GCP etc), DevOps tools",TRY,62500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:15:56,"Meal card, Road/fuel assistance, Food aid, Supplementary health insurance, Life insurance",1-50,15,1,1-3 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,33500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:16:48,"Meal card, Road/fuel assistance, Supplementary health insurance",151-300,15,0,1-3 Years,Java and related frameworks,TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:17:19,"Road/fuel assistance, Supplementary health insurance",1-50,15,1,3-5 Years,"C# / .NET Framework, SQL",TRY,33500.0,0,0,1,0,0,1,1,0,0
2023-01-31 23:19:15,"Meal card, Supplementary health insurance",10000 and Higher,15,0,0-1 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes",TRY,16500.0,1,0,0,0,0,1,0,0,1
2023-01-31 23:19:53,Meal card,1-50,15,0,1-3 Years,Python / R,TRY,22500.0,0,0,1,0,0,1,0,1,0
2023-01-31 23:20:33,"Meal card, Road/fuel assistance, Gym membership/discount, Supplementary health insurance, Leaandon certain days, Life insurance",1.000-5.000,15,2,5-9 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL, MS Office",TRY,50000.0,0,0,1,0,0,1,1,0,0
2023-01-31 23:21:23,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Supplementary health insurance",1.000-5.000,15,0,1-3 Years,"C# / .NET Framework, Flutter, Python / R, SQL, NoSQL",TRY,12500.0,0,0,1,0,0,1,1,0,0
2023-01-31 23:23:52,Unemployment insurance,5.000-10.000,15,1,3-5 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks",TRY,19000.0,0,0,1,0,0,1,0,1,0
2023-01-31 23:24:33,"Education funds, Employee stock options",1-50,15,2,9-12 Years,"Javascript / Typescript and  related frameworks, SQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Linux",USD,41000.0,0,0,1,0,1,0,0,0,1
2023-01-31 23:25:18,"Meal card, Road/fuel assistance",1-50,15,2,1-3 Years,"Python / R, C, C++, Linux, MS Office",TRY,22500.0,0,0,1,0,0,1,0,1,0
2023-01-31 23:27:17,"Meal card, Road/fuel assistance, Education funds, Retirement planning services, Medical leave",151-300,15,1,5-9 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL, NoSQL",TRY,27500.0,0,0,1,0,0,1,0,1,0
2023-01-31 23:31:43,"Road/fuel assistance, Workers compensation",1-50,15,1,3-5 Years,"Javascript / Typescript and  related frameworks, SQL",TRY,27500.0,0,0,1,0,0,1,0,1,0
2023-01-31 23:32:41,"Meal card, Road/fuel assistance, Supplementary health insurance",1-50,15,2,9-12 Years,"Javascript / Typescript and  related frameworks, PHP, SQL, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman",TRY,33500.0,0,0,1,0,0,1,0,1,0
2023-01-31 23:35:44,"Meal card, Road/fuel assistance, Supplementary health insurance, Life insurance",51-150,15,2,9-12 Years,"C# / .NET Framework, Python / R, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, MS Office",TRY,62500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:35:54,"Meal card, Supplementary health insurance",301-600,15,0,1-3 Years,"Java and related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:35:57,"Meal card, Road/fuel assistance, Life insurance",51-150,15,1,3-5 Years,"C# / .NET Framework, Java and related frameworks, Javascript / Typescript and  related frameworks",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:35:58,"Meal card, Education funds, Supplementary health insurance, Leaandon certain days, Medical leave",151-300,15,1,3-5 Years,"C# / .NET Framework, SQL, DevOps tools, MS Office",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:38:46,"Meal card, Gym membership/discount, Supplementary health insurance, Life insurance",1.000-5.000,15,2,5-9 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman",TRY,41000.0,1,0,0,0,0,1,0,0,1
